timestamp,W1 (m),W2 (m),W3 (m),W4 (m),W5 (m),L1 (m),L2 (m),L3 (m),L4 (m),L5 (m),Vdd (V),Vi (V),Vin1_dc (V),Vin2_dc (V),Vin1_ac (V),Vin2_ac (V),gain_db,bandwidth (Hz),phase_margin,region5,Fom,SR,PSRR,CMRR,fit_b0,fit_b1,fit_b2,fit_a1,fit_a2
five_stage_amp_20250523_232626.raw,4.93e-06,4.93e-06,4.24e-06,4.24e-06,2.65e-06,2.3e-07,2.3e-07,2.2e-07,2.2e-07,2.3e-07,1.2,0.59,0.37,0.37,0.032,-0.032,46.295567392148904,239883.2919019537,87.54088256135137,1.493564459368239e-05,743559009913.4349,110531371.7317773,41.2710062729353,24.71195001465581,206.43264140650058,1.917171995577691e-08,-2.782509973973531e-19,6.902189782650577e-07,1.7391304663579244e-16
five_stage_amp_20250523_232628.raw,3.92e-06,3.92e-06,2.12e-06,2.12e-06,4.06e-06,6.000000000000001e-08,6.000000000000001e-08,2.1e-07,2.1e-07,7e-08,1.2,1.03,0.23,0.23,0.014,-0.014,18.35141176172065,19054607.17963297,95.1778511054586,5.972691045899125e-05,5854629674029.0,58807899.12443621,19.54486139332457,-3.232213159231281,8.271351714724345,-3.4715233513588454e-09,6.922090375708619e-20,8.300690392315945e-09,-3.409614554297392e-18
five_stage_amp_20250523_232629.raw,3.44e-06,3.44e-06,2.38e-06,2.38e-06,4.94e-06,2e-07,2e-07,1.3e-07,1.3e-07,1.9e-07,1.2,1.1300000000000001,0.05,0.05,0.003,-0.003,7.447361094231414,9120.108393559227,115.35183270117459,1.825095409165568e-07,372148985112.0695,211726266.4797074,17.32908907936276,-14.13626435353986,2.35707117484131,-1.0046539613634497e-07,4.343622311905712e-16,1.747324986873111e-05,-3.5339069422097643e-13
five_stage_amp_20250523_232631.raw,2.48e-06,2.48e-06,2.96e-06,2.96e-06,7.8e-07,1.1e-07,1.1e-07,1.9e-07,1.9e-07,1.8e-07,1.2,0.91,0.45,0.45,0.019,-0.019,38.36479932977335,1659586.907437598,88.04817275632706,4.788476570545341e-05,1329644569335.5767,133905222.4630376,33.03482279141939,16.78117440883064,82.83997639856818,3.0177291166674542e-09,-8.048422364805866e-21,9.802320898153375e-08,9.069095599076886e-18
five_stage_amp_20250523_232632.raw,1.01e-06,1.01e-06,1.66e-06,1.66e-06,5.82e-06,1.2000000000000002e-07,1.2000000000000002e-07,1.7000000000000001e-07,1.7000000000000001e-07,7e-08,1.2,0.18,0.72,0.72,0.05,-0.05,38.71791526621006,79432.82347242955,90.16925833671401,1.919474260667327e-06,1602247756889.496,3825488.405211458,33.14835508520503,17.13429034542392,86.27717852045046,-9.018534480102733e-08,6.292332973555386e-18,2.0413705500013135e-06,-1.7352957755553764e-15
five_stage_amp_20250523_232634.raw,4.75e-06,4.75e-06,5.87e-06,5.87e-06,5.94e-06,1.9e-07,1.9e-07,1.8e-07,1.8e-07,1.6e-07,1.2,1.18,0.2,0.2,0.005,-0.005,41.38541551202597,19054.60717963276,88.95715076497017,8.191068359305017e-07,962735019360.0918,340535521.3609341,36.82904847443054,19.80179060210876,117.29264399839543,1.4051251940879833e-07,-3.346483144718761e-17,8.467077434734249e-06,2.6653820270909727e-14
five_stage_amp_20250523_232636.raw,4.9000000000000005e-06,4.9000000000000005e-06,4.06e-06,4.06e-06,4.8e-06,1.4e-07,1.4e-07,2.2e-07,2.2e-07,6.000000000000001e-08,1.2,0.18,0.6900000000000001,0.6900000000000001,0.031,-0.031,42.1282691938103,158489.3192461143,88.47410359101043,5.603868383822395e-06,1191477074090.335,20686250.48159978,36.53020431536154,20.54464427288127,127.76545907123484,2.0111599593382694e-08,-7.225298482137074e-19,1.0193528725844672e-06,4.408606393444129e-16
five_stage_amp_20250523_232637.raw,4.18e-06,4.18e-06,2.7200000000000002e-06,2.7200000000000002e-06,4.53e-06,1.8e-07,1.8e-07,1.1e-07,1.1e-07,6.000000000000001e-08,1.2,0.74,0.6,0.6,0.012,-0.012,36.643274931440544,9120108.393559325,87.90358943265058,0.0004191664067357041,797274385302.6593,307175134.8707376,30.14582839952108,15.05965075594853,67.9459768121405,4.1769591136504156e-10,-1.5277374889687093e-21,1.75975381158701e-08,3.482934863091256e-19
five_stage_amp_20250523_232639.raw,5.53e-06,5.53e-06,4.31e-06,4.31e-06,4.28e-06,2.1e-07,2.1e-07,1.2000000000000002e-07,1.2000000000000002e-07,1.9e-07,1.2,0.91,0.54,0.54,0.02,-0.02,40.05098910610535,4365158.322401764,86.99696270800564,0.0002069623663208077,844737676346.1422,359054013.9345972,34.55745504666574,18.4673641851552,97.84246766483503,-1.560509180155908e-05,2.012588266238307e-14,-2.835679594001328e-07,2.524617634954503e-15
five_stage_amp_20250523_232640.raw,4.07e-06,4.07e-06,3.14e-06,3.14e-06,4.4e-06,1.7000000000000001e-07,1.7000000000000001e-07,2.2e-07,2.2e-07,2e-07,1.2,0.18,0.13,0.13,0.028,-0.028,32.04463530945584,6309.573444802018,90.55812682304821,6.592971410658966e-08,3066720108478.3564,162937.3517728055,27.86604766736535,10.46101059142609,40.015824632508604,2.132214094673449e-07,-4.128511929840497e-16,2.5604653316082572e-05,3.7984967426347125e-13
five_stage_amp_20250523_232642.raw,3.21e-06,3.21e-06,1.53e-06,1.53e-06,1.01e-06,1.9e-07,1.9e-07,8e-08,8e-08,1.2000000000000002e-07,1.2,0.8200000000000001,0.03,0.03,0.02,-0.02,-8.867512164921227,13803.84264602905,179.9956836316615,8.75404027536261e-09,-13982771238878.12,209609011.5398858,14.56074337068034,-30.45113705947129,0.36027656542161635,-2.521079864786036e-08,1.5213021862798943e-16,1.1921095875515543e-05,-1.54685204798206e-13
five_stage_amp_20250523_232643.raw,1.37e-06,1.37e-06,3.23e-06,3.23e-06,4.61e-06,1.4e-07,1.4e-07,1.1e-07,1.1e-07,1.3e-07,1.2,1.05,0.49,0.49,0.049,-0.049,35.623999815710825,2630267.991895443,89.70054631646238,7.253564022726265e-05,1291787956444.2827,272438741.2783653,30.49801048470029,14.04040519011523,60.42268092299974,7.206882911302719e-10,-1.6786788504405616e-21,6.181348615466753e-08,2.0701649194727746e-18
five_stage_amp_20250523_232645.raw,8.3e-07,8.3e-07,3.88e-06,3.88e-06,5.27e-06,1.3e-07,1.3e-07,1.9e-07,1.9e-07,1.2000000000000002e-07,1.2,0.68,0.2,0.2,0.031,-0.031,39.073556753316346,8317.637711026828,89.8008529851578,2.007407997918719e-07,1619001665293.2075,173213982.9584144,34.51930720824276,17.49004364064441,89.8830582908036,2.1105538534632334e-07,-2.347222352230111e-17,1.961914098666262e-05,1.093172426109618e-13
five_stage_amp_20250523_232646.raw,2.87e-06,2.87e-06,5.33e-06,5.33e-06,5.11e-06,2.2e-07,2.2e-07,7e-08,7e-08,2.2e-07,1.2,0.47000000000000003,0.29,0.29,0.005,-0.005,23.609461734385036,478630.0923226482,92.98598167748465,2.203465501131646e-06,5128375662706.42,64051849.12899822,19.39246337755521,2.025836813401629,15.152109029926244,2.6034510976140534e-09,-1.179012318782149e-19,3.328787881131854e-07,1.5851239277601074e-16
five_stage_amp_20250523_232648.raw,3.67e-06,3.67e-06,1.42e-06,1.42e-06,2.04e-06,1.2000000000000002e-07,1.2000000000000002e-07,1.4e-07,1.4e-07,2e-07,1.2,0.73,0.17,0.17,0.045,-0.045,36.74113230381052,27542.2870333821,90.30819059455692,4.937941635749101e-07,2049304925997.7795,111643468.3002319,31.89889964354118,15.15750738902708,68.71580134549656,2.4381754181273654e-08,-6.947067610233873e-18,5.8982646038001306e-06,6.9675505860342496e-15
five_stage_amp_20250523_232650.raw,4.74e-06,4.74e-06,8.5e-07,8.5e-07,2.86e-06,1.8e-07,1.8e-07,1.7000000000000001e-07,1.7000000000000001e-07,6.000000000000001e-08,1.2,0.14,0.9500000000000001,0.9500000000000001,0.049,-0.049,42.24348558251884,100000.0000000018,89.45542856083873,3.502897898308195e-06,1205958232551.4558,5635821.071206279,34.89993638354699,20.65986066086219,129.4715297105395,1.0042471973427306e-08,-1.0322560103791529e-18,1.627860572784353e-06,4.816957213102766e-16
five_stage_amp_20250523_232651.raw,4.89e-06,4.89e-06,1.76e-06,1.76e-06,1.07e-06,1.6e-07,1.6e-07,1.4e-07,1.4e-07,2e-07,1.2,0.61,0.22,0.22,0.04,-0.04,39.64503368452316,47863.00923226463,89.87503937135247,1.199694013684522e-06,1581678821108.7625,64406687.7950862,34.72474701476177,18.06140910321315,95.99573316631738,-1.6148293289461726e-07,2.1366012765936745e-17,3.4504556842640663e-06,-4.3412302478868015e-15
five_stage_amp_20250523_232653.raw,2.84e-06,2.84e-06,1.45e-06,1.45e-06,3.36e-06,1.3e-07,1.3e-07,1.1e-07,1.1e-07,2.3e-07,1.2,0.65,0.86,0.86,0.047,-0.047,11.109709741282519,57543993.7337173,105.64632809151162,0.0002488119442839633,2569398625839.9414,139611713.5934497,5.982227940196784,-10.47391517967111,3.5932369138011815,-1.7115544296237282e-08,7.893562995133918e-20,-1.9745512392681947e-09,-1.3247999822239665e-17
five_stage_amp_20250523_232654.raw,4.12e-06,4.12e-06,3.08e-06,3.08e-06,5.85e-06,1.5e-07,1.5e-07,1.6e-07,1.6e-07,2.4000000000000003e-07,1.2,0.91,0.24,0.24,0.03,-0.03,40.533062586395786,66069.34480076074,89.58712864647748,1.93478121842532e-06,1384132150109.9556,204472837.3875963,35.5877502760441,18.94943766676069,106.32934274467873,2.312326679251377e-08,-1.7337634339897257e-18,2.507797926059608e-06,1.561022411649514e-15
five_stage_amp_20250523_232656.raw,1.6e-06,1.6e-06,1.45e-06,1.45e-06,1.45e-06,2e-07,2e-07,1.1e-07,1.1e-07,1.6e-07,1.2,1.1,0.65,0.65,0.013000000000000001,-0.013000000000000001,36.57033307436044,3467368.504525398,89.62068868047899,0.0001568272664155841,808550859810.4362,148374545.7116187,30.02121944162163,14.98670815340343,67.37778913397385,-5.875747913024377e-08,7.665979968653658e-19,4.7008582787568065e-08,-4.105606399365119e-17
five_stage_amp_20250523_232657.raw,5.24e-06,5.24e-06,2.8500000000000002e-06,2.8500000000000002e-06,5.93e-06,2.3e-07,2.3e-07,1.9e-07,1.9e-07,1.9e-07,1.2,1.1400000000000001,0.37,0.37,0.008,-0.008,45.6709485031545,331131.1214825978,88.00033041661804,2.019759007054444e-05,748756279546.3679,165009880.0683413,40.66825763907097,24.08732358221684,184.9816955101637,-0.00030192977230469675,2.7550758007103494e-12,-3.065531236749652e-06,2.826390644297269e-13
five_stage_amp_20250523_232659.raw,5.25e-06,5.25e-06,3.66e-06,3.66e-06,4.19e-06,2e-07,2e-07,1.1e-07,1.1e-07,1.4e-07,1.2,0.49,0.02,0.02,0.032,-0.032,-18.973985600926508,18197.00858610011,359.99683784302755,7.504230422945895e-09,0,112971453.243673,15.43657814444216,-40.55752547986125,-0.11253839593288045,-2.6187353331406807e-08,-2.5278073820955564e-16,9.0164663966159e-06,1.8811632488385288e-13
five_stage_amp_20250523_232701.raw,1.8900000000000001e-06,1.8900000000000001e-06,1.54e-06,1.54e-06,2.81e-06,9e-08,9e-08,1.6e-07,1.6e-07,1e-07,1.2,0.87,0.1,0.1,0.026000000000000002,-0.026000000000000002,31.365378435417476,11481.53621496899,91.17646402616515,1.203751378851084e-07,2991670329351.3223,107618873.4631024,27.16174228815888,9.781753554638442,37.00572553502738,5.4931574382203985e-08,-2.8617678420877464e-17,1.3855299950550141e-05,5.770363456433679e-14
five_stage_amp_20250523_232702.raw,5.37e-06,5.37e-06,3.53e-06,3.53e-06,4.23e-06,2e-07,2e-07,2.4000000000000003e-07,2.4000000000000003e-07,2.4000000000000003e-07,1.2,0.06,0.36,0.36,0.037,-0.037,16.14058290014509,2754.2287033382,98.28641540504091,5.444160658715127e-09,8165603386635.012,12581.52897318448,10.91810042794753,-5.443041760731131,6.412526550815489,1.8892496454963897e-07,-1.02364599356662e-14,5.898971230562688e-05,6.966814630534588e-12
five_stage_amp_20250523_232704.raw,2.02e-06,2.02e-06,3.41e-06,3.41e-06,3.5e-06,2.2e-07,2.2e-07,1.2000000000000002e-07,1.2000000000000002e-07,1.3e-07,1.2,0.22,0.59,0.59,0.045,-0.045,38.14107017425745,26302.67991895423,89.93378034278888,5.499331594450996e-07,1824244171004.5984,670465.1444928638,33.34120902774696,16.55744526332205,80.73344951856505,4.8074725076518654e-08,-5.763800199243426e-18,6.282571557774113e-06,1.0096996096829408e-14
five_stage_amp_20250523_232705.raw,2.71e-06,2.71e-06,1.0500000000000001e-06,1.0500000000000001e-06,4.07e-06,2.1e-07,2.1e-07,2.4000000000000003e-07,2.4000000000000003e-07,1.2000000000000002e-07,1.2,0.47000000000000003,0.53,0.53,0.05,-0.05,44.20886113238964,1000000.000000022,86.88421413722497,6.847163032964047e-05,645652234648.9708,40033291.86844588,37.5296165858168,22.6252362511518,162.34654726525832,6.0564655855815025e-09,-3.849536469295215e-20,1.61767207577105e-07,1.591467076843131e-17
five_stage_amp_20250523_232707.raw,1.71e-06,1.71e-06,4.92e-06,4.92e-06,2.88e-06,1.3e-07,1.3e-07,1.1e-07,1.1e-07,1.2000000000000002e-07,1.2,0.64,0.38,0.38,0.026000000000000002,-0.026000000000000002,34.97821381094881,954992.5860214568,89.89031961190317,1.737469904551361e-05,1922561926064.2559,301947151.2118527,30.0108794475694,13.39459514635108,56.093313074755095,-3.12047900457824e-08,9.941271779311423e-19,1.712739751734078e-07,-8.609821295451217e-17
five_stage_amp_20250523_232708.raw,3.09e-06,3.09e-06,2.17e-06,2.17e-06,5.18e-06,1e-07,1e-07,2.2e-07,2.2e-07,1.4e-07,1.2,0.61,0.54,0.54,0.008,-0.008,30.118139993352013,13182567.38556441,86.98827639009944,0.0002208994715784693,1797353371437.0532,102739489.2893216,25.48840350803157,8.53451507235588,31.291480329593277,-1.9784514526344144e-06,1.2360471585914176e-15,-1.0853156852047573e-07,3.842016986177338e-16
five_stage_amp_20250523_232710.raw,6.5e-07,6.5e-07,2.91e-06,2.91e-06,3.92e-06,8e-08,8e-08,2.2e-07,2.2e-07,8e-08,1.2,0.38,0.84,0.84,0.029,-0.029,30.00320674918781,3467368.504525398,89.43543962056215,5.158851987452252e-05,2016576059362.2874,53861351.67653099,24.0534686273173,8.419581828228903,30.746150855432496,-6.034196211352742e-06,9.169071244380644e-15,-3.5119083390005606e-07,3.8507331081810504e-15
five_stage_amp_20250523_232711.raw,2.04e-06,2.04e-06,3.42e-06,3.42e-06,2.52e-06,1.2000000000000002e-07,1.2000000000000002e-07,7e-08,7e-08,9e-08,1.2,0.98,0.36,0.36,0.013000000000000001,-0.013000000000000001,23.485423930945473,3467368.504525398,93.18981047525254,1.754707055386549e-05,4640809929133.635,483899067.2520745,19.42903142806083,1.902196031603201,14.937268808281202,2.529887305386446e-10,-1.286772711424968e-21,4.601040049734081e-08,2.2021110305379246e-18
five_stage_amp_20250523_232713.raw,3.19e-06,3.19e-06,5.59e-06,5.59e-06,1.42e-06,1.8e-07,1.8e-07,1.4e-07,1.4e-07,9e-08,1.2,0.8,0.78,0.78,0.04,-0.04,36.04423148810373,8317637.711026917,87.12392201148751,0.0003970636763074763,755049824447.4912,327505657.7291847,27.21306136104104,14.46060663962244,63.417858757667055,7.131613841715285e-10,-2.1110847869328336e-21,1.963678435434373e-08,6.358253673922989e-19
five_stage_amp_20250523_232715.raw,2.91e-06,2.91e-06,3.6000000000000003e-06,3.6000000000000003e-06,4.34e-06,9e-08,9e-08,1.9e-07,1.9e-07,1e-07,1.2,0.28,1.0,1.0,0.016,-0.016,33.39584666714549,398107.1705535054,89.79939766730786,5.089192752672442e-06,2612423358874.4414,5406356.764999583,27.0565281277201,11.81222174624971,45.054179356738274,-6.24535086337533e-05,4.931952893416728e-13,-2.595649037128795e-06,2.0299724277339176e-13
five_stage_amp_20250523_232716.raw,6.2e-07,6.2e-07,1.52e-06,1.52e-06,2.66e-06,1.8e-07,1.8e-07,6.000000000000001e-08,6.000000000000001e-08,1.9e-07,1.2,0.41000000000000003,0.54,0.54,0.008,-0.008,15.56870766252902,5011872.336272843,99.57321909971404,1.263480326918073e-05,6175669979419.298,17859713.44947435,11.92367561714403,-6.014917258467327,6.003930017246478,-4.428337443911426e-09,6.533618649564703e-20,3.139087356161441e-08,-2.3151812469119194e-17
five_stage_amp_20250523_232718.raw,5.78e-06,5.78e-06,3.5100000000000003e-06,3.5100000000000003e-06,4.44e-06,2.2e-07,2.2e-07,1e-07,1e-07,1.5e-07,1.2,0.81,0.64,0.64,0.038,-0.038,36.430411723025934,10000000.00000025,87.444629962876,0.000414710634480735,878453762552.8188,388984723.9565952,30.0982312639666,14.84678680207342,66.30112999771256,-5.995889686721293e-08,7.78154151732819e-19,1.5214490425703784e-08,-1.4339853482318052e-17
five_stage_amp_20250523_232719.raw,1.3e-06,1.3e-06,5.41e-06,5.41e-06,5.4300000000000005e-06,2e-07,2e-07,2.2e-07,2.2e-07,2.4000000000000003e-07,1.2,0.36,0.89,0.89,0.01,-0.01,44.2346714203253,158489.3192461143,88.39875053182212,8.195728126869962e-06,855411850168.3846,8290592.214176172,37.80255969067921,22.65104649980792,162.82968061823746,2.2725647971436188e-08,-2.3200898426838574e-19,1.0415631643955552e-06,3.701939286898224e-16
five_stage_amp_20250523_232721.raw,8.5e-07,8.5e-07,1.84e-06,1.84e-06,2.43e-06,1.5e-07,1.5e-07,1.3e-07,1.3e-07,7e-08,1.2,0.86,0.36,0.36,0.027,-0.027,38.43326616965251,190546.0717963284,90.18425652746488,5.023024371346679e-06,1457947912159.2676,149085892.1885721,33.45516692747162,16.84964124898563,83.49554589672248,4.3978131505598655e-09,-2.994316072584142e-20,8.456156732190328e-07,1.1807257853026217e-16
five_stage_amp_20250523_232722.raw,7.1e-07,7.1e-07,5.16e-06,5.16e-06,4.24e-06,1.8e-07,1.8e-07,1.4e-07,1.4e-07,1.2000000000000002e-07,1.2,0.98,0.6,0.6,0.046,-0.046,36.695110356593545,1819700.858610025,89.39590470412178,8.894585695940629e-05,750727758496.4718,203749317.7860526,31.31380214720789,15.11148543564802,68.35267537206454,1.327605686658774e-09,-3.087057486338112e-21,9.049191082898318e-08,4.773537763880397e-18
five_stage_amp_20250523_232724.raw,9.8e-07,9.8e-07,5.56e-06,5.56e-06,1.52e-06,1.7000000000000001e-07,1.7000000000000001e-07,1e-07,1e-07,8e-08,1.2,1.17,0.05,0.05,0.031,-0.031,-1.0456721951497148,7585.775750291944,179.992173857638,2.773757761032681e-08,-285974315859.79767,279458021.0270078,16.95729465604104,-22.62929716683234,0.8866003411397865,-8.392887454801274e-08,4.945957739520495e-16,2.1647628868154526e-05,-1.1580558564879447e-12
five_stage_amp_20250523_232725.raw,4.79e-06,4.79e-06,2.12e-06,2.12e-06,5.48e-06,8e-08,8e-08,1.6e-07,1.6e-07,2.2e-07,1.2,1.01,0.49,0.49,0.007,-0.007,28.5925349200455,22908676.52767833,88.22154186764949,0.0002979315557797889,2198549032093.1772,142677691.1904552,25.09528543296138,7.008909999094995,26.89239131363427,-1.44528139370691e-08,2.0465916285985307e-19,6.552740957255354e-09,-3.684064377883499e-18
five_stage_amp_20250523_232727.raw,1.64e-06,1.64e-06,4.27e-06,4.27e-06,4.6400000000000005e-06,9e-08,9e-08,8e-08,8e-08,1e-07,1.2,1.19,0.5,0.5,0.041,-0.041,25.99743631233146,17378008.28749421,91.79235092565905,0.0001921999483531243,2350592013996.0073,497251500.770278,21.52159036067249,4.413811391378951,19.9467491547362,-2.7371082617007916e-08,2.2092735569086845e-19,7.806737099716021e-09,-1.2507287173151936e-17
five_stage_amp_20250523_232728.raw,9.600000000000001e-07,9.600000000000001e-07,4.21e-06,4.21e-06,4.87e-06,6.000000000000001e-08,6.000000000000001e-08,1.4e-07,1.4e-07,7e-08,1.2,0.98,0.86,0.86,0.044,-0.044,-6.010659281566256,263026799.1895463,179.99999977677177,0.0008091533194735454,-1953850319588.287,215190576.8339312,7.761596246719058,-27.59428420251874,0.49379604115040315,-4.199170818876777e-09,7.471953702891956e-19,-1.2042531206092788e-08,5.6728260056334175e-18
five_stage_amp_20250523_232730.raw,5.57e-06,5.57e-06,7.2e-07,7.2e-07,5.95e-06,1.5e-07,1.5e-07,2.1e-07,2.1e-07,8e-08,1.2,1.2,0.85,0.85,0.003,-0.003,-39.91153070566388,4570881896.14891,179.99999990106662,0.00012186597654056,-1496979701216219.5,37079671.65530948,18.29325769015863,-61.49515562661632,0.010102374368127809,-1.0781865632677281e-12,-6.494096234937746e-24,1.6810130680464522e-10,6.983924623406121e-22
five_stage_amp_20250523_232732.raw,5.73e-06,5.73e-06,1.67e-06,1.67e-06,5.8800000000000005e-06,1e-07,1e-07,7e-08,7e-08,1.5e-07,1.2,0.72,0.09,0.09,0.03,-0.03,20.52287400152853,63095.73444802041,94.870363135346,1.930450321767675e-07,6707791407576.377,392888115.6113389,18.35440387906507,-1.060750916025894,10.620469110441068,5.78220982557416e-09,-1.0478526409901645e-17,2.5615192921713447e-06,6.854756198319956e-15
five_stage_amp_20250523_232733.raw,1.83e-06,1.83e-06,2.11e-06,2.11e-06,4.81e-06,1.4e-07,1.4e-07,1e-07,1e-07,7e-08,1.2,0.9,0.2,0.2,0.01,-0.01,33.12733154207748,31622.7766016843,90.81607579781452,3.875368164741415e-07,2703170796251.1636,240105300.203079,28.57834919416627,11.54370662279718,45.328002104041055,2.2343288669143537e-08,-3.4387770958665948e-18,5.19936852547897e-06,7.317755584638397e-15
five_stage_amp_20250523_232735.raw,2.46e-06,2.46e-06,1.25e-06,1.25e-06,5.73e-06,1.7000000000000001e-07,1.7000000000000001e-07,1e-07,1e-07,1.4e-07,1.2,0.12,0.86,0.86,0.005,-0.005,34.20305712285448,6309.573444802018,90.67891682278606,7.545067506458059e-08,2860235521666.22,115211.8991232628,29.36214484969777,12.6193558215303,51.30419318621623,7.40654735467202e-08,-1.1154526370508778e-16,2.6077089885495204e-05,1.3542309546466156e-13
five_stage_amp_20250523_232736.raw,3.44e-06,3.44e-06,2.05e-06,2.05e-06,5.48e-06,7e-08,7e-08,1.3e-07,1.3e-07,1.7000000000000001e-07,1.2,0.35000000000000003,0.96,0.96,0.032,-0.032,25.640632893037765,1995262.314968925,92.03538149700637,1.080173802692446e-05,4736255259654.491,10877258.31646322,20.25654950889253,4.057007972082251,19.14395427133294,7.871409473466889e-10,-1.4757397987298542e-20,8.33340941744002e-08,9.66068589872153e-18
five_stage_amp_20250523_232738.raw,4.92e-06,4.92e-06,5.53e-06,5.53e-06,5.47e-06,1.6e-07,1.6e-07,1.2000000000000002e-07,1.2000000000000002e-07,1.8e-07,1.2,0.36,0.68,0.68,0.002,-0.002,37.7862304250158,524807.4602497835,89.10484788644878,1.171390196513599e-05,1692902645146.5117,12383817.8077448,32.33814605232097,16.20260550406287,77.50175219650369,4.598262228042958e-09,-8.921974838868756e-20,3.1597697099455985e-07,5.447379445492277e-17
five_stage_amp_20250523_232739.raw,4.8200000000000004e-06,4.8200000000000004e-06,5.24e-06,5.24e-06,2.05e-06,9e-08,9e-08,1.3e-07,1.3e-07,1e-07,1.2,0.12,0.59,0.59,0.005,-0.005,30.362110516283654,6309.573444802018,90.54880377062621,4.929291211471096e-08,3886399849858.226,81432.38021197809,26.37238452318108,8.778485726810924,32.96918232214172,-1.2704837424221202e-06,2.4686783932272994e-15,2.5828200085193084e-05,-6.251717928330604e-13
five_stage_amp_20250523_232741.raw,1.59e-06,1.59e-06,1.06e-06,1.06e-06,2.68e-06,8e-08,8e-08,2.1e-07,2.1e-07,1.6e-07,1.2,0.25,0.33,0.33,0.021,-0.021,31.167485594019308,63095.73444802041,91.15055337941382,5.979060750161177e-07,3289037319782.5967,684860.874343813,25.80282905053913,9.583860675293023,36.172146463396395,1.089782057541589e-08,-9.055030007916566e-19,2.5498628003109124e-06,2.0369729787855773e-15
five_stage_amp_20250523_232742.raw,1.18e-06,1.18e-06,3.21e-06,3.21e-06,2.47e-06,6.000000000000001e-08,6.000000000000001e-08,1.8e-07,1.8e-07,1.5e-07,1.2,0.73,0.8300000000000001,0.8300000000000001,0.033,-0.033,-5.246006506124447,158489319.2461161,179.99999963171246,0.0003806599353461849,-2184196241089.1072,133458096.0350906,5.120489475371014,-26.82963142707689,0.5382049650699593,-5.8371781366174925e-09,1.1681232320468737e-18,-1.6042554512049823e-08,9.71210546422688e-18
five_stage_amp_20250523_232744.raw,5.82e-06,5.82e-06,1.61e-06,1.61e-06,9.9e-07,1.1e-07,1.1e-07,6.000000000000001e-08,6.000000000000001e-08,2.1e-07,1.2,0.11,0.9500000000000001,0.9500000000000001,0.047,-0.047,5.874490129563998,10471.28548050915,120.45011046119373,5.662588479178544e-09,10863135017719.21,6448.794860501592,7.210603418581846,-15.70913490006559,1.9666876823943826,-1.5451755491289318e-07,1.3915114870116098e-15,1.536884550656111e-05,-5.973796468025706e-13
five_stage_amp_20250523_232745.raw,3.18e-06,3.18e-06,5.14e-06,5.14e-06,1.11e-06,2.3e-07,2.3e-07,1.9e-07,1.9e-07,1.2000000000000002e-07,1.2,0.8200000000000001,0.58,0.58,0.015,-0.015,44.050401740432925,1584893.192461149,85.92182026483435,0.0001192927375556292,585242515798.8711,207619361.4108808,38.32123003064275,22.4667768194808,159.41166102129023,4.454137069718647e-09,-2.642163126990654e-20,1.035988232813845e-07,8.257874858240945e-18
five_stage_amp_20250523_232747.raw,3.67e-06,3.67e-06,1.37e-06,1.37e-06,4.23e-06,1.5e-07,1.5e-07,8e-08,8e-08,2.4000000000000003e-07,1.2,0.53,0.26,0.26,0.028,-0.028,28.878239737506377,316227.7660168443,91.61082539894663,2.530532199527319e-06,3608767057141.6943,92938935.22205949,24.39473317996013,7.294614820965832,27.791525548700918,-2.1162901841047575e-08,1.334627192380533e-18,5.035928606641927e-07,-3.1497815394008765e-16
five_stage_amp_20250523_232749.raw,1.19e-06,1.19e-06,5.68e-06,5.68e-06,1.3e-06,2.3e-07,2.3e-07,1e-07,1e-07,1.3e-07,1.2,0.75,0.53,0.53,0.034,-0.034,32.93336506604171,2089296.130854087,90.17239221089166,4.440039028968709e-05,1549706021941.615,208967185.3561485,27.72987540321099,11.34974014509326,44.32702718179709,-2.4227841743957295e-08,5.736461625063304e-19,7.682691769409192e-08,-3.9774167315436776e-17
five_stage_amp_20250523_232750.raw,3.17e-06,3.17e-06,3.64e-06,3.64e-06,1.93e-06,2.1e-07,2.1e-07,9e-08,9e-08,1.3e-07,1.2,0.29,0.39,0.39,0.041,-0.041,32.07177542117242,125892.541179419,90.62345464969545,1.390595469350293e-06,2903502418135.6294,1911663.584089202,27.15192483497198,10.48815050059845,40.14105394697348,9.019033363812691e-09,-7.238035580006244e-19,1.296553847120332e-06,8.516965706145905e-16
five_stage_amp_20250523_232752.raw,2.77e-06,2.77e-06,2.5e-06,2.5e-06,3.31e-06,1.2000000000000002e-07,1.2000000000000002e-07,1.1e-07,1.1e-07,1.8e-07,1.2,0.05,0.1,0.1,0.018000000000000002,-0.018000000000000002,-0.7155584769047465,7244.359600750002,179.9919635702174,4.47088052172773e-09,-1159450112091.0588,14335.31833701547,-7.532152758949248,-22.29918331403009,0.9209203801798663,-1.9037861862612133e-08,-5.014801614672401e-16,2.230274438630829e-05,7.10652754667067e-13
five_stage_amp_20250523_232753.raw,5.22e-06,5.22e-06,3.12e-06,3.12e-06,2.24e-06,1.3e-07,1.3e-07,6.000000000000001e-08,6.000000000000001e-08,1.2000000000000002e-07,1.2,0.5700000000000001,0.42,0.42,0.004,-0.004,17.719867031399158,21877616.2394961,96.60750619706604,6.132060441968505e-05,6321993307088.164,170784460.6796435,14.10944469613374,-3.863757889554169,7.691186661096784,3.634951148779341e-11,-2.202651983989703e-22,7.456516698037552e-09,1.27051168282355e-19
