timestamp,W1 (m),W2 (m),W3 (m),W4 (m),W5 (m),L1 (m),L2 (m),L3 (m),L4 (m),L5 (m),Vdd (V),Vi (V),Vin1_dc (V),Vin2_dc (V),Vin1_ac (V),Vin2_ac (V),gain_db,bandwidth (Hz),phase_margin,region5,Fom,SR,PSRR,CMRR,fit_b0,fit_b1,fit_b2,fit_a1,fit_a2
five_stage_amp_20250523_215516.raw,4.49e-06,4.49e-06,4.51e-06,4.51e-06,1.09e-06,9e-08,9e-08,1.7000000000000001e-07,1.7000000000000001e-07,2.2e-07,1.2,0.8300000000000001,0.8200000000000001,0.8200000000000001,0.009000000000000001,-0.009000000000000001,32.077897744210055,12022644.34617444,86.33379869884557,0.0001987851794186131,1940090086592.631,167595880.1150598,25.20063152573313,10.49427280434018,40.169632587727,-1.8361081230523055e-08,3.829191170066877e-19,1.327096275222485e-08,-5.874547711875029e-18
five_stage_amp_20250523_215517.raw,9.2e-07,9.2e-07,4.4600000000000005e-06,4.4600000000000005e-06,3.68e-06,1.8e-07,1.8e-07,8e-08,8e-08,2.4000000000000003e-07,1.2,0.03,0.67,0.67,0.04,-0.04,-1.434897071366996,8709.63589956093,179.99339295501176,2.25890984019635e-09,-5532505469039.226,9203.416039688282,4.692414161535408,-23.01852205197237,0.8477597992438795,-9.882071778209337e-08,6.068644349082976e-16,1.8241400471305935e-05,-1.340188606586464e-12
five_stage_amp_20250523_215519.raw,2.66e-06,2.66e-06,2.27e-06,2.27e-06,4.28e-06,6.000000000000001e-08,6.000000000000001e-08,7e-08,7e-08,1.3e-07,1.2,0.5700000000000001,0.28,0.28,0.01,-0.01,16.394739374326633,38018939.63205716,98.31191794234057,0.0001041009738578811,5987557882088.404,243664289.5453011,14.80059599989326,-5.188885546625155,6.602940217721971,-2.6474681405262806e-08,1.5799277468257817e-19,2.587935733767379e-10,-1.7063776719396904e-17
five_stage_amp_20250523_215521.raw,3.63e-06,3.63e-06,2.73e-06,2.73e-06,4.24e-06,8e-08,8e-08,1e-07,1e-07,1.9e-07,1.2,0.02,0.96,0.96,0.036000000000000004,-0.036000000000000004,19.08803793425672,2511.88643150961,95.92369783160692,2.857970281628347e-09,16776585746679.66,12081.96213175412,22.20749456537028,-2.495648216837409,9.003418922195213,-1.306080540219266e-06,1.1285786856052622e-14,6.38079573530118e-05,-5.388276177504349e-12
five_stage_amp_20250523_215522.raw,5.33e-06,5.33e-06,1.12e-06,1.12e-06,5.14e-06,1.2000000000000002e-07,1.2000000000000002e-07,1.7000000000000001e-07,1.7000000000000001e-07,1.7000000000000001e-07,1.2,0.63,0.92,0.92,0.048,-0.048,-35.89228016728431,416869383.4703485,179.99999984091826,0.0002210774373474248,-67679419863942.6,74787775.13715208,11.51573460471184,-57.47590508823691,0.016046709707014127,-5.452337496525882e-13,-1.5382505584116654e-23,4.079358099050387e-10,1.988354807800296e-21
five_stage_amp_20250523_215524.raw,1e-06,1e-06,5.06e-06,5.06e-06,5.06e-06,1.5e-07,1.5e-07,7e-08,7e-08,9e-08,1.2,0.96,0.28,0.28,0.019,-0.019,23.065091216267977,275422.8703338221,93.37118551526957,1.173135137854654e-06,5415108134015.349,339315176.5832399,18.96435595789725,1.481480032340293,14.231627265953943,4.324977704033859e-09,-1.1293909270511047e-19,5.99382066984789e-07,4.570954922561707e-16
five_stage_amp_20250523_215525.raw,2.53e-06,2.53e-06,2.05e-06,2.05e-06,5.5200000000000005e-06,1.6e-07,1.6e-07,1.3e-07,1.3e-07,1.1e-07,1.2,0.15,0.17,0.17,0.027,-0.027,34.887699367708706,7585.775750291944,90.48747474149047,1.069470365453265e-07,2474591839063.0273,286424.5314699469,30.2808325317624,13.30407445794054,55.51181659788555,-5.298581566532049e-07,3.0301425085454555e-16,2.153247421475324e-05,-1.3824381319084061e-13
five_stage_amp_20250523_215527.raw,2.69e-06,2.69e-06,1.7e-06,1.7e-06,3.98e-06,2.1e-07,2.1e-07,2e-07,2e-07,9e-08,1.2,0.24,0.81,0.81,0.016,-0.016,44.63796824972255,47863.00923226463,89.50457227340397,2.243294894820047e-06,952397070656.8173,2764937.217753487,38.78553574237551,23.05434333174788,170.56839182963907,-2.1432351958033045e-07,1.9561246710830685e-17,3.4031146541712117e-06,-3.364158337982807e-15
five_stage_amp_20250523_215528.raw,3.01e-06,3.01e-06,1.13e-06,1.13e-06,2.7600000000000003e-06,2.4000000000000003e-07,2.4000000000000003e-07,8e-08,8e-08,1.5e-07,1.2,1.06,0.63,0.63,0.002,-0.002,32.215624729182565,8317637.711026917,90.02014691822276,0.0002370792031766688,1130246312377.1382,196278014.583521,26.33542306274692,10.63199980823127,40.811375880578474,7.189143623104206e-11,-9.874416009116283e-22,1.9115973471931132e-08,2.4127276024609886e-19
five_stage_amp_20250523_215530.raw,2.51e-06,2.51e-06,4.66e-06,4.66e-06,5.5200000000000005e-06,1.8e-07,1.8e-07,1.9e-07,1.9e-07,1.8e-07,1.2,0.72,0.31,0.31,0.013000000000000001,-0.013000000000000001,43.183321391520636,95499.2586021453,88.99540897621691,4.022563859147462e-06,1025210617226.2019,228126881.9834004,38.2543797900206,21.59969647138331,144.26669065780857,2.5855634096039394e-08,-5.45542085542264e-19,1.6999388104106443e-06,7.814564481147483e-16
five_stage_amp_20250523_215531.raw,1.59e-06,1.59e-06,3.5600000000000002e-06,3.5600000000000002e-06,3.15e-06,8e-08,8e-08,6.000000000000001e-08,6.000000000000001e-08,1.3e-07,1.2,0.18,0.8,0.8,0.049,-0.049,15.273847100093978,131825.6738556431,99.70971032336698,2.051832814948422e-07,9813105491192.58,566400.260741249,11.78626198733474,-6.309776162221048,5.80353168294874,5.779563234623018e-09,-1.3914566968699197e-18,1.234255102320461e-06,3.132201094793946e-15
five_stage_amp_20250523_215533.raw,2.27e-06,2.27e-06,6.2e-07,6.2e-07,2.44e-06,1.3e-07,1.3e-07,2.1e-07,2.1e-07,8e-08,1.2,0.72,0.99,0.99,0.002,-0.002,-39.87663313587232,436515832.2401798,179.99999983358913,0.0001015785179666182,-171362824036889.72,33886688.62593774,15.77921642473852,-61.46025805682376,0.010005285530695386,-7.03534683233582e-11,8.230336842400974e-21,-1.010190456899782e-08,4.12472078462996e-18
five_stage_amp_20250523_215535.raw,2.95e-06,2.95e-06,3.94e-06,3.94e-06,5.25e-06,6.000000000000001e-08,6.000000000000001e-08,2.1e-07,2.1e-07,9e-08,1.2,0.89,0.48,0.48,0.022,-0.022,16.556958220949802,87096358.99561055,95.65322589349435,0.0004403143271309186,3275048501109.537,146300749.6780927,18.82349640160374,-5.026666700002807,6.608495061108647,-1.0064132435591217e-07,2.368144866897122e-17,-2.3667715939963416e-08,2.0286288637678516e-17
five_stage_amp_20250523_215536.raw,1.11e-06,1.11e-06,5.28e-06,5.28e-06,1.95e-06,1.1e-07,1.1e-07,2.1e-07,2.1e-07,1.1e-07,1.2,0.1,0.58,0.58,0.03,-0.03,35.10418460314744,1659.58690743758,89.82698684216165,2.254155601192801e-08,2584490845832.805,32417.79084183823,32.0711203383049,13.52056147378108,56.91271599387435,1.5722648949484004e-06,-1.9058551249776443e-15,9.746813180353617e-05,6.251742345173585e-12
five_stage_amp_20250523_215538.raw,1.23e-06,1.23e-06,7.3e-07,7.3e-07,2.44e-06,1.5e-07,1.5e-07,7e-08,7e-08,1.4e-07,1.2,0.58,0.46,0.46,0.018000000000000002,-0.018000000000000002,26.17360670628985,3981071.705535067,92.45272144372694,3.17886484145721e-05,3277868367704.742,123689869.4483553,21.80571525015502,4.589981785357096,20.3554325409186,7.674077447489631e-11,-3.729892525163719e-22,4.1631277546060485e-08,5.988251476503288e-19
five_stage_amp_20250523_215539.raw,9.600000000000001e-07,9.600000000000001e-07,3.08e-06,3.08e-06,2.04e-06,1.2000000000000002e-07,1.2000000000000002e-07,2.1e-07,2.1e-07,1.4e-07,1.2,0.18,0.17,0.17,0.021,-0.021,36.532565315600124,3801.89396320566,90.11563998840852,6.392887497506056e-08,2172616671073.6025,132823.4286185206,31.93513431726744,14.94894067590348,67.08544143667109,3.8928493258058735e-07,-1.4926842116816556e-16,4.332882135045958e-05,5.974727162749427e-13
five_stage_amp_20250523_215541.raw,4.86e-06,4.86e-06,2.44e-06,2.44e-06,2.31e-06,2.4000000000000003e-07,2.4000000000000003e-07,2.4000000000000003e-07,2.4000000000000003e-07,2.2e-07,1.2,0.13,0.29,0.29,0.049,-0.049,27.717571870119805,3019.951720402054,91.6114583776283,1.905382211084452e-08,4393120097772.6455,25060.32799096682,22.66427370193049,6.133947825671122,24.315243266399843,3.0764495639013813e-07,-2.8971547811891807e-15,5.4078623318802754e-05,2.16879961983054e-12
five_stage_amp_20250523_215542.raw,1.73e-06,1.73e-06,3.37e-06,3.37e-06,1.26e-06,2.1e-07,2.1e-07,1.6e-07,1.6e-07,1.2000000000000002e-07,1.2,0.24,0.41000000000000003,0.41000000000000003,0.045,-0.045,41.648100594848295,10964.78196143201,89.6976565384253,3.392694993987754e-07,1346016494083.7788,435460.2402609324,37.12535284919652,20.06447572559549,120.89407918566471,1.3396557219120546e-07,-2.0017752459672522e-17,1.5115272938350439e-05,4.281653492345146e-14
five_stage_amp_20250523_215544.raw,1.06e-06,1.06e-06,2.4100000000000002e-06,2.4100000000000002e-06,5.56e-06,1.9e-07,1.9e-07,2.3e-07,2.3e-07,2.4000000000000003e-07,1.2,0.3,0.44,0.44,0.022,-0.022,44.83200304798301,43651.58322401731,89.46921480228873,2.226723641969736e-06,878864298767.3573,2428074.12115582,39.67843783072027,23.24837812976797,174.4215544162602,3.599626560059686e-08,-6.067022803276902e-19,3.7292314099067764e-06,1.9347815850836772e-15
five_stage_amp_20250523_215545.raw,1.24e-06,1.24e-06,2.92e-06,2.92e-06,4.93e-06,1.7000000000000001e-07,1.7000000000000001e-07,1.2000000000000002e-07,1.2000000000000002e-07,7e-08,1.2,0.26,0.74,0.74,0.041,-0.041,37.70094578081295,363078.0547701087,89.99709678506674,9.068466633175568e-06,1509448797772.9424,16359563.18115228,32.13424883286628,16.11732085986291,76.74450496721539,3.3117459989495954e-09,-2.6501766798742467e-20,4.436690341940044e-07,5.266691567385925e-17
five_stage_amp_20250523_215547.raw,3.52e-06,3.52e-06,4.56e-06,4.56e-06,2.96e-06,2.2e-07,2.2e-07,1.7000000000000001e-07,1.7000000000000001e-07,7e-08,1.2,0.39,0.59,0.59,0.009000000000000001,-0.009000000000000001,43.9194402343919,912010.8393559295,87.32353817673335,5.213456478441916e-05,768300372657.5867,87022150.62016599,38.38014404148773,22.33581531341926,157.0261604963582,5.169174336869296e-09,-3.862379903339764e-20,1.8148416065001622e-07,1.710528358125752e-17
five_stage_amp_20250523_215549.raw,2.88e-06,2.88e-06,2.13e-06,2.13e-06,4.51e-06,1.6e-07,1.6e-07,2e-07,2e-07,2e-07,1.2,0.73,0.56,0.56,0.007,-0.007,40.336569592195076,3311311.214825989,86.11464136751964,0.0001713155716430228,779654376874.5282,116918878.2539848,33.85655754700703,18.75294467127807,103.9511407361453,-5.248394316270767e-08,1.2585617461328738e-18,4.970599396800622e-08,-2.358909695909943e-17
five_stage_amp_20250523_215550.raw,5.93e-06,5.93e-06,3.2500000000000002e-06,3.2500000000000002e-06,5.7000000000000005e-06,6.000000000000001e-08,6.000000000000001e-08,1.8e-07,1.8e-07,1.3e-07,1.2,0.5700000000000001,1.0,1.0,0.024,-0.024,-32.98961138697657,190546071.7963305,179.9999996966101,0.0004161814219840416,-15104088091940.148,111775397.2383089,0.2033057157051808,-54.57323610820931,0.022414003267237848,2.9327854682877246e-13,-1.2320958237881709e-23,8.558412133100675e-10,3.139027530112182e-21
five_stage_amp_20250523_215552.raw,3.44e-06,3.44e-06,1.72e-06,1.72e-06,3.87e-06,7e-08,7e-08,1.8e-07,1.8e-07,2.4000000000000003e-07,1.2,0.99,0.31,0.31,0.01,-0.01,25.974696878230688,6918309.709189535,91.12884876899946,4.710883898094182e-05,3814591942684.422,89509411.56778306,23.10878701992408,4.391071957273038,19.379136114052876,-2.128151214366557e-06,2.0353526700785486e-15,-1.9279231752491363e-07,1.1830505187347368e-15
five_stage_amp_20250523_215553.raw,2.43e-06,2.43e-06,3.71e-06,3.71e-06,5.81e-06,7e-08,7e-08,2.1e-07,2.1e-07,2.3e-07,1.2,0.33,0.7000000000000001,0.7000000000000001,0.05,-0.05,26.666243502100127,831763.771102689,91.29533329285293,4.955295064296521e-06,4476023116415.2,5098624.829864756,21.46313706912526,5.082618621618877,20.82685044670785,-1.48480533463097e-05,6.598969611333918e-14,-1.3173842666341234e-06,5.273731040935618e-14
five_stage_amp_20250523_215555.raw,1.14e-06,1.14e-06,3.2e-06,3.2e-06,2.93e-06,7e-08,7e-08,1.6e-07,1.6e-07,2.4000000000000003e-07,1.2,0.06,1.0,1.0,0.013000000000000001,-0.013000000000000001,22.766125038606305,1737.800828749396,93.59349013144612,3.998291833428544e-09,9894973305532.094,10121.71136394526,20.91415967479942,1.182473346629908,13.750115010111701,7.691695778057083e-07,-4.7361806993900546e-15,9.444163951610752e-05,1.2361486350838905e-11
five_stage_amp_20250523_215556.raw,3.18e-06,3.18e-06,3e-06,3e-06,2.58e-06,2.3e-07,2.3e-07,7e-08,7e-08,2.3e-07,1.2,0.47000000000000003,0.06,0.06,0.021,-0.021,-0.8047826445438653,19054.60717963276,179.99698854341557,9.91914112596795e-09,-1545982354926.2126,31287364.84407419,13.67728806403123,-22.38840772312319,0.9115088053288769,-6.145157839107962e-09,-1.121965988987225e-16,8.358415444118094e-06,1.4230001416784561e-13
five_stage_amp_20250523_215558.raw,3.09e-06,3.09e-06,5.54e-06,5.54e-06,5.89e-06,2.1e-07,2.1e-07,1e-07,1e-07,1e-07,1.2,0.77,0.6900000000000001,0.6900000000000001,0.033,-0.033,32.510428950469674,12589254.11794199,88.99534936850198,0.0004826999507394122,847901581331.8647,474114945.3397377,26.48610897447476,10.92680402951738,42.220312893157974,1.899211484527602e-10,-7.933015729897907e-22,1.2983684292549e-08,2.194435814982329e-19
five_stage_amp_20250523_215559.raw,2.55e-06,2.55e-06,4.08e-06,4.08e-06,3.96e-06,1.7000000000000001e-07,1.7000000000000001e-07,2.1e-07,2.1e-07,1.2000000000000002e-07,1.2,0.3,0.78,0.78,0.031,-0.031,43.42615448275025,104712.8548050918,88.9129713535216,4.496788825656026e-06,1011227519324.82,4938326.364160511,37.69739759434696,21.84252956187953,148.3568912038134,2.4611615518002432e-08,-6.253917652399852e-19,1.5328999849339893e-06,6.708736789982358e-16
five_stage_amp_20250523_215601.raw,5.6e-06,5.6e-06,5.82e-06,5.82e-06,3.1600000000000002e-06,9e-08,9e-08,2e-07,2e-07,1.7000000000000001e-07,1.2,0.45,0.01,0.01,0.048,-0.048,15.916147433560841,17378.00828749402,98.74619529308265,3.581369210829791e-08,7723050200158.275,38655695.86702356,19.75695755046489,-5.667479685217465,6.249068939409882,-2.18135241207502e-07,5.17520394906616e-16,9.1480412522095e-06,-1.8598816731430165e-13
five_stage_amp_20250523_215602.raw,5.7900000000000005e-06,5.7900000000000005e-06,3.4700000000000002e-06,3.4700000000000002e-06,3.55e-06,2.3e-07,2.3e-07,2.2e-07,2.2e-07,6.000000000000001e-08,1.2,1.1,0.15,0.15,0.004,-0.004,37.615707123639325,8317.637711026828,89.58222762223394,1.899653765678266e-07,1647004468663.3315,181280034.7907194,33.29060928143462,16.03208225909689,75.99520238571228,-1.00235390372709e-06,7.824120901269492e-16,1.9418588015912193e-05,-1.6901229522691777e-13
five_stage_amp_20250523_215604.raw,1.15e-06,1.15e-06,2.88e-06,2.88e-06,5.29e-06,6.000000000000001e-08,6.000000000000001e-08,1.6e-07,1.6e-07,2.3e-07,1.2,0.52,0.33,0.33,0.05,-0.05,19.240469124310806,15135612.48436247,95.07863254716277,5.906722172295632e-05,4930251943265.664,100608116.3012229,16.83490022878798,-2.343155796640955,8.94796845489284,-5.080068476483965e-07,2.9313516488494873e-16,-9.695994580540724e-08,3.082788013217923e-16
five_stage_amp_20250523_215605.raw,1.55e-06,1.55e-06,4.35e-06,4.35e-06,5.22e-06,2.1e-07,2.1e-07,2.4000000000000003e-07,2.4000000000000003e-07,1.6e-07,1.2,0.41000000000000003,0.36,0.36,0.012,-0.012,45.65750804304183,83176.37711026857,88.68311412768418,4.923175530817747e-06,771377352509.7887,34611420.89930617,40.69240107292784,24.07388312373484,191.81183591788462,3.600405505637345e-08,-4.384597159486009e-19,1.9332443407514714e-06,9.10342584792538e-16
five_stage_amp_20250523_215607.raw,4.56e-06,4.56e-06,3.34e-06,3.34e-06,5.7000000000000005e-06,2.2e-07,2.2e-07,1.7000000000000001e-07,1.7000000000000001e-07,2.4000000000000003e-07,1.2,0.41000000000000003,0.21,0.21,0.033,-0.033,41.876610159215474,17378.00828749402,89.45852144070466,5.6912541444334e-07,1278684908335.7058,22567638.98063485,37.23451340875474,20.29298523234089,124.11688220169813,-5.117395110045434e-07,1.357836064462476e-16,9.31386727934149e-06,-2.7196831836932372e-14
five_stage_amp_20250523_215609.raw,4.58e-06,4.58e-06,1.14e-06,1.14e-06,3.6900000000000002e-06,1.8e-07,1.8e-07,1.7000000000000001e-07,1.7000000000000001e-07,1e-07,1.2,1.19,0.34,0.34,0.049,-0.049,43.998107794709526,275422.8703338221,89.04053013650919,1.343946539857699e-05,901679105432.1927,83078003.80723947,38.97473232150381,22.41448287341656,158.45485687675077,-1.0148978326773213e-07,4.186570326306423e-18,5.804178624322953e-07,-3.2645168006914953e-16
five_stage_amp_20250523_215610.raw,5.37e-06,5.37e-06,5.29e-06,5.29e-06,5.84e-06,6.000000000000001e-08,6.000000000000001e-08,1.6e-07,1.6e-07,7e-08,1.2,0.84,0.5700000000000001,0.5700000000000001,0.045,-0.045,2.691813774339237,478630092.3226535,136.23293181384383,0.001000591678187812,1287621217938.561,277470638.0451241,13.47149654983521,-18.89181114661321,1.3632976586175836,9.62321818492903e-12,-1.0974181713433923e-23,3.5392573654220594e-10,3.3337804633515124e-21
five_stage_amp_20250523_215612.raw,3.26e-06,3.26e-06,4.1e-06,4.1e-06,6.5e-07,1.2000000000000002e-07,1.2000000000000002e-07,1.8e-07,1.8e-07,2.1e-07,1.2,0.99,0.87,0.87,0.009000000000000001,-0.009000000000000001,33.94279526589435,7585775.750292026,86.41096848210564,0.0001821155435870826,1413841060205.975,151937556.0103999,23.94314315185661,12.35917007725377,49.789961238481766,-2.3334555447026982e-08,5.25039073791297e-19,2.0657566790991513e-08,-9.219137837076746e-18
five_stage_amp_20250523_215613.raw,3.52e-06,3.52e-06,2.74e-06,2.74e-06,2.9800000000000003e-06,8e-08,8e-08,2.1e-07,2.1e-07,1.6e-07,1.2,1.01,0.2,0.2,0.042,-0.042,30.95857539875283,363078.0547701087,90.48391924356412,3.579037179329042e-06,3140615414433.929,127196135.0013679,26.37803555593879,9.37495047795983,35.31252478134228,5.423597845679074e-09,-1.6747912604352136e-19,4.461861184086324e-07,1.807055005632965e-16
five_stage_amp_20250523_215615.raw,9.1e-07,9.1e-07,5.37e-06,5.37e-06,1.75e-06,8e-08,8e-08,9e-08,9e-08,2.4000000000000003e-07,1.2,0.98,0.06,0.06,0.037,-0.037,21.66110787581026,13182.56738556427,94.16585512828169,7.398591707175302e-08,3859504964193.585,289355675.9540209,20.64369672564836,0.0774854758229957,12.107525576544973,9.536757222576085e-08,-5.23715775737725e-17,1.2588951264642353e-05,2.411599375496197e-13
five_stage_amp_20250523_215616.raw,4.94e-06,4.94e-06,5.68e-06,5.68e-06,3.7800000000000002e-06,1.5e-07,1.5e-07,1e-07,1e-07,1.3e-07,1.2,0.39,0.19,0.19,0.023,-0.023,33.01654433204916,57543.99373371667,90.09596895885032,6.836454383749852e-07,2779077740456.307,25051441.64759725,28.58553057784354,11.43291941285135,44.753650517980056,-1.6924797402587576e-07,4.1641657471522356e-17,2.8059865935688524e-06,-7.383150677054456e-15
five_stage_amp_20250523_215618.raw,4.13e-06,4.13e-06,4.76e-06,4.76e-06,1.71e-06,1.4e-07,1.4e-07,6.000000000000001e-08,6.000000000000001e-08,8e-08,1.2,0.7000000000000001,0.53,0.53,0.013000000000000001,-0.013000000000000001,16.998167758878864,54954087.38576399,97.05020214662302,0.0001843725436644262,5066474529523.665,391045409.2961935,13.37023577993808,-4.585457162073212,7.077968641591744,-3.174243404621613e-07,2.161903648332575e-18,-4.186476672970849e-08,-1.333892355156882e-16
five_stage_amp_20250523_215619.raw,3.46e-06,3.46e-06,2.8500000000000002e-06,2.8500000000000002e-06,4.24e-06,9e-08,9e-08,2.2e-07,2.2e-07,1.1e-07,1.2,0.05,0.26,0.26,0.022,-0.022,22.307687957430772,3630.780547701059,93.85269656474324,1.26429349781066e-08,6406290915857.773,25921.32947699648,17.85311377540017,0.7240632372923484,13.043207970798592,2.393768379641468e-07,-2.221872819600348e-15,4.508409374807842e-05,2.3828198116280487e-12
five_stage_amp_20250523_215621.raw,4.86e-06,4.86e-06,1.66e-06,1.66e-06,5.71e-06,7e-08,7e-08,1.5e-07,1.5e-07,1.5e-07,1.2,0.55,0.37,0.37,0.001,-0.001,25.846554138102235,13803842.6460292,90.69547052512623,0.0001052838709319073,3388759960157.506,90754099.84102556,22.79671986116692,4.262929217148423,19.60332368500023,-9.762082531099716e-09,1.5914429905434704e-19,1.1034416855536065e-08,-5.5007260471461225e-18
five_stage_amp_20250523_215623.raw,5.11e-06,5.11e-06,1.3800000000000001e-06,1.3800000000000001e-06,3.87e-06,1.1e-07,1.1e-07,1.7000000000000001e-07,1.7000000000000001e-07,1.2000000000000002e-07,1.2,0.06,0.36,0.36,0.02,-0.02,25.59912506679735,2754.2287033382,92.52576144785696,1.320995695969823e-08,5337325871266.754,25596.82989191891,20.74756009578183,4.015500749299544,19.052763430229852,-1.0980621210489342e-06,4.723336197690811e-15,6.000347329944237e-05,-1.998088251014321e-12
five_stage_amp_20250523_215624.raw,5.06e-06,5.06e-06,3.49e-06,3.49e-06,1.86e-06,2.1e-07,2.1e-07,2.2e-07,2.2e-07,1.1e-07,1.2,1.16,0.46,0.46,0.037,-0.037,46.08396308321974,1096478.196143209,85.21096960438551,8.186619283752338e-05,617227441037.8904,177320392.2593265,40.66617548758629,24.50033816227057,201.46432550578896,7.973630319256586e-09,-5.1712756960022477e-20,1.4957987904859627e-07,1.611159802069256e-17
five_stage_amp_20250523_215626.raw,6.4e-07,6.4e-07,3.13e-06,3.13e-06,5.95e-06,1.4e-07,1.4e-07,1.6e-07,1.6e-07,2e-07,1.2,0.8200000000000001,0.17,0.17,0.041,-0.041,36.75650196498094,3630.780547701059,90.2356754362197,9.427924547092179e-08,1415526733051.2263,156033449.7240176,32.86929482289956,15.17287737190347,68.837504182222,3.421075376348184e-07,-8.763842175055571e-17,4.535575852817881e-05,5.418157153209815e-13
five_stage_amp_20250523_215627.raw,2.27e-06,2.27e-06,5.38e-06,5.38e-06,3.41e-06,7e-08,7e-08,1.6e-07,1.6e-07,1.7000000000000001e-07,1.2,1.18,0.65,0.65,0.011,-0.011,23.18911293610869,47863009.23226516,90.21236983551405,0.0005786047529687141,1918236448723.0945,297044991.5316795,19.49964008943375,1.605488015155709,14.43647580546199,-9.180739975309153e-09,1.1869742769628773e-19,2.7973149726697305e-09,-2.124669916577212e-18
five_stage_amp_20250523_215629.raw,3.77e-06,3.77e-06,5.13e-06,5.13e-06,3.75e-06,6.000000000000001e-08,6.000000000000001e-08,2e-07,2e-07,7e-08,1.2,0.09,0.53,0.53,0.027,-0.027,19.88412741123918,66069.34480076074,94.73109887986504,1.671614773413956e-07,7859055153672.592,424113.300159428,15.73320641397656,-1.699497508886157,9.867666774379774,-1.1383831139561053e-07,7.174300682663987e-17,2.4496316473690526e-06,-1.8529527565828446e-14
five_stage_amp_20250523_215630.raw,4.35e-06,4.35e-06,2.24e-06,2.24e-06,3.0700000000000003e-06,7e-08,7e-08,1.4e-07,1.4e-07,2.2e-07,1.2,0.47000000000000003,0.88,0.88,0.018000000000000002,-0.018000000000000002,25.871163671486777,6025595.860743725,91.20266073087625,3.752702637722228e-05,4154050874282.8066,36512615.70636418,20.48139797796823,4.287538750534809,19.658936561794345,-9.256580653679275e-09,2.341170405965276e-19,2.7074442630469512e-08,-1.1934042315590276e-17
five_stage_amp_20250523_215632.raw,2.11e-06,2.11e-06,4.17e-06,4.17e-06,2.21e-06,1.2000000000000002e-07,1.2000000000000002e-07,2.3e-07,2.3e-07,1e-07,1.2,0.13,0.88,0.88,0.046,-0.046,39.167655272067826,3630.780547701059,89.42499493200819,7.558413068317187e-08,1881468498420.4795,93407.39636228782,34.21395393550485,17.58403080287371,90.8621024026594,6.627751856478322e-07,-5.874081829961192e-16,4.557905372257537e-05,8.160616379415224e-13
five_stage_amp_20250523_215633.raw,1.83e-06,1.83e-06,2.81e-06,2.81e-06,5.14e-06,1.4e-07,1.4e-07,1.6e-07,1.6e-07,2e-07,1.2,1.19,0.61,0.61,0.013000000000000001,-0.013000000000000001,36.67931282152808,5248074.602497852,87.82434343396238,0.0002578868281698696,746435059990.4961,185144489.7553886,30.27510736916314,15.09568790055211,68.2284713498352,9.671843709795206e-10,-1.7468812166641654e-21,3.050090474992413e-08,1.1335560708144413e-18
five_stage_amp_20250523_215635.raw,5.2e-06,5.2e-06,5.05e-06,5.05e-06,5.04e-06,1.8e-07,1.8e-07,2.4000000000000003e-07,2.4000000000000003e-07,2.3e-07,1.2,0.7000000000000001,0.32,0.32,0.033,-0.033,45.083269529490764,181970.0858610018,87.50972508561082,9.762653014515446e-06,840325515510.8372,207180175.2706605,40.02245407567684,23.49964460842353,179.54113629872333,-1.8963244689846634e-07,1.3666860622058589e-17,8.783561932758906e-07,-7.418006807929212e-16
five_stage_amp_20250523_215636.raw,5.32e-06,5.32e-06,4.98e-06,4.98e-06,1.64e-06,1.4e-07,1.4e-07,1.9e-07,1.9e-07,8e-08,1.2,0.32,0.21,0.21,0.009000000000000001,-0.009000000000000001,40.623025010518596,39810.71705535037,89.00776560656924,1.105515615798855e-06,1462875541072.7979,9857794.576255135,35.68282358019925,19.03940009189358,107.43635131407977,6.439406914642316e-08,-9.515395512335274e-18,4.150380065986434e-06,6.690861017206248e-15
five_stage_amp_20250523_215638.raw,1.6e-06,1.6e-06,5.3500000000000004e-06,5.3500000000000004e-06,3.92e-06,1.7000000000000001e-07,1.7000000000000001e-07,7e-08,7e-08,2.4000000000000003e-07,1.2,0.4,0.53,0.53,0.002,-0.002,23.25653505112097,2511886.431509638,93.12348657838717,1.234671030904709e-05,4731444520572.681,15898222.93416565,18.52911636878743,1.67291013017945,14.548823228694102,-7.434626136088108e-09,2.3024396188536177e-19,6.452309889953515e-08,-2.986726724475133e-17
five_stage_amp_20250523_215639.raw,5.59e-06,5.59e-06,1.67e-06,1.67e-06,5.7900000000000005e-06,1.1e-07,1.1e-07,9e-08,9e-08,2.4000000000000003e-07,1.2,0.47000000000000003,0.21,0.21,0.042,-0.042,30.638790109403846,251188.6431509629,90.96371493487119,2.258623048130737e-06,3407437164752.963,60132890.12949888,26.04404058234961,9.055165188668084,34.03612096198127,-3.29029826306954e-08,2.7711020827226674e-18,6.609191155201186e-07,-4.999581492328254e-16
five_stage_amp_20250523_215641.raw,3.06e-06,3.06e-06,4.24e-06,4.24e-06,4.05e-06,1.4e-07,1.4e-07,1.6e-07,1.6e-07,1.1e-07,1.2,0.91,0.07,0.07,0.028,-0.028,20.850903925883554,7943.282347242927,94.55579161371882,4.543517649747286e-08,3645294898056.383,265457485.697915,21.59586891388917,-0.732720886722384,11.029230162557631,1.0536030939459134e-07,-4.4290482765837564e-16,2.0406551650522626e-05,5.639697937098735e-13
